Timestamp,Origin,Type,Amount_USD,Quantum_Volatility_Index,Network_Latency_ms,Slippage_Cost,Optimal_Action
2026-01-01 00:00:00,ZAR_HQ,Remote_Payroll,491109.2454241031,0.33083018927548913,97.23586421504808,2437.10646927898,QUEUE FOR BATCH
2026-01-01 00:15:00,ZAR_HQ,Interbank_Liquidity_Swap,205782.20575667778,0.29176644302733334,76.69343013503813,900.6051331791707,QUEUE FOR BATCH
2026-01-01 00:30:00,APAC_Settlement_Node,Remote_Payroll,257689.82261351089,0.33304051875704066,56.087274987714544,1287.3172830242017,QUEUE FOR BATCH
2026-01-01 00:45:00,USD_Remote_Hub,E-comm_Sovereign_Settlement,387833.8826462574,0.192246809577056,60.374207528428876,1118.39739876938,QUEUE FOR BATCH
2026-01-01 01:00:00,EUR_Digital_Branch,E-comm_Sovereign_Settlement,386789.4898175487,0.4184853587915644,85.7851066208722,2427.9860763465454,QUEUE FOR BATCH
2026-01-01 01:15:00,ZAR_HQ,Interbank_Liquidity_Swap,341725.19715393486,0.1329572569450388,4.491131463798267,681.5226726388463,INSTANT SETTLE
2026-01-01 01:30:00,USD_Remote_Hub,Remote_Payroll,20390.487232018888,0.12807506107879407,32.46151889570765,39.172693465007846,INSTANT SETTLE
2026-01-01 01:45:00,EUR_Digital_Branch,Remote_Payroll,417733.2864125943,0.36529200403162193,106.29453304517301,2288.919440165581,QUEUE FOR BATCH
2026-01-01 02:00:00,USD_Remote_Hub,E-comm_Sovereign_Settlement,60590.40748956243,0.03173177672697618,23.556156558080694,28.839619233829502,INSTANT SETTLE
2026-01-01 02:15:00,ZAR_HQ,Remote_Payroll,316875.92684057105,0.3855361423761023,35.607061974152465,1832.5068366894864,QUEUE FOR BATCH
2026-01-01 02:30:00,USD_Remote_Hub,E-comm_Sovereign_Settlement,478623.4224029908,0.11826482601867391,13.907631837126944,849.0647366842796,INSTANT SETTLE
2026-01-01 02:45:00,ZAR_HQ,Remote_Payroll,36567.90095993875,0.29749915084351053,9.597316619840903,163.18379225567057,QUEUE FOR BATCH
2026-01-01 03:00:00,EUR_Digital_Branch,Remote_Payroll,108351.26693827077,0.3019621907493847,13.401647567634761,490.76978902727427,QUEUE FOR BATCH
2026-01-01 03:15:00,ZAR_HQ,Remote_Payroll,316997.27672633633,0.23409486090963819,31.16609108101866,1113.1115010597869,QUEUE FOR BATCH
2026-01-01 03:30:00,EUR_Digital_Branch,E-comm_Sovereign_Settlement,262030.1554299938,0.3751734505156248,60.30685289903324,1474.6013632772438,QUEUE FOR BATCH
2026-01-01 03:45:00,USD_Remote_Hub,Remote_Payroll,258854.20034894077,0.05845558539393978,22.2599942133509,226.97210719616254,INSTANT SETTLE
2026-01-01 04:00:00,APAC_Settlement_Node,Remote_Payroll,161365.3862999565,0.21225730193967457,42.2014248282023,513.7647228372314,QUEUE FOR BATCH
2026-01-01 04:15:00,ZAR_HQ,Interbank_Liquidity_Swap,56304.814879567544,0.3154567552290253,54.39530318731788,266.42601308518977,QUEUE FOR BATCH
2026-01-01 04:30:00,APAC_Settlement_Node,Interbank_Liquidity_Swap,444654.9943476683,0.21067734584212364,12.000726221930245,1405.1810103691687,QUEUE FOR BATCH
2026-01-01 04:45:00,EUR_Digital_Branch,Interbank_Liquidity_Swap,27003.326861294223,0.3591076580447349,7.744246296075938,145.45652202863775,QUEUE FOR BATCH
2026-01-01 05:00:00,USD_Remote_Hub,Interbank_Liquidity_Swap,125626.50126598161,0.04237858888464741,10.857740866311152,79.85810775251508,INSTANT SETTLE
2026-01-01 05:15:00,APAC_Settlement_Node,Remote_Payroll,182905.84793026894,0.2722108255367686,72.60965118881386,746.8342779090175,QUEUE FOR BATCH
2026-01-01 05:30:00,APAC_Settlement_Node,Remote_Payroll,77069.09363174168,0.10616642525088651,20.711542340315884,122.73225252311815,INSTANT SETTLE
2026-01-01 05:45:00,EUR_Digital_Branch,Interbank_Liquidity_Swap,374811.4098349759,0.09484970555989236,20.788390657839116,533.2612779500341,INSTANT SETTLE
2026-01-01 06:00:00,EUR_Digital_Branch,Remote_Payroll,283815.9771438996,0.32703948665802735,18.83258926322521,1392.2854720573102,QUEUE FOR BATCH
2026-01-01 06:15:00,EUR_Digital_Branch,Remote_Payroll,151364.00555760265,0.09536948156219682,16.06405529836204,216.53260105809062,INSTANT SETTLE
2026-01-01 06:30:00,USD_Remote_Hub,Interbank_Liquidity_Swap,270484.53142839624,0.4333427368158113,10.652345669806957,1758.1876067328533,QUEUE FOR BATCH
2026-01-01 06:45:00,USD_Remote_Hub,Remote_Payroll,29498.276807825416,0.13280056540252524,41.09772661103626,58.7608175771912,INSTANT SETTLE
2026-01-01 07:00:00,APAC_Settlement_Node,Remote_Payroll,430878.3634829242,0.18878306375149198,63.83275399303929,1220.1380634380312,QUEUE FOR BATCH
2026-01-01 07:15:00,USD_Remote_Hub,Remote_Payroll,46687.47715074966,0.3140233937999832,76.57715061595657,219.91440034256365,QUEUE FOR BATCH
2026-01-01 07:30:00,USD_Remote_Hub,Interbank_Liquidity_Swap,382134.8343854292,0.4927439211614873,62.692708726862634,2824.419250612079,QUEUE FOR BATCH
2026-01-01 07:45:00,ZAR_HQ,E-comm_Sovereign_Settlement,296266.4132371053,0.5933034967306,4.743735447424668,2636.638484061112,QUEUE FOR BATCH
2026-01-01 08:00:00,EUR_Digital_Branch,Interbank_Liquidity_Swap,209804.19065368504,0.20481899722988298,39.383225411565554,644.5782591647244,QUEUE FOR BATCH
2026-01-01 08:15:00,ZAR_HQ,Remote_Payroll,233857.7355193645,0.24059197851631783,37.928530944823024,843.9644291992452,QUEUE FOR BATCH
2026-01-01 08:30:00,EUR_Digital_Branch,E-comm_Sovereign_Settlement,46817.10553285162,0.05418523884057816,18.762615084782016,38.05194067683178,INSTANT SETTLE
2026-01-01 08:45:00,ZAR_HQ,Interbank_Liquidity_Swap,283610.2623758857,0.30012586352506054,42.34685784634077,1276.7816235019752,QUEUE FOR BATCH
2026-01-01 09:00:00,EUR_Digital_Branch,Remote_Payroll,333096.49231530214,0.06751272770383773,12.667530885507254,337.323791771797,INSTANT SETTLE
2026-01-01 09:15:00,APAC_Settlement_Node,E-comm_Sovereign_Settlement,156953.86686380868,0.24138388478597805,14.52489591386046,568.29201173651,QUEUE FOR BATCH
2026-01-01 09:30:00,EUR_Digital_Branch,E-comm_Sovereign_Settlement,186261.55898023534,0.44552435411756086,14.808391466290674,1244.7609114239897,QUEUE FOR BATCH
2026-01-01 09:45:00,ZAR_HQ,E-comm_Sovereign_Settlement,367329.7971091086,0.32095666160285774,53.18413729834436,1768.4541808109182,QUEUE FOR BATCH
2026-01-01 10:00:00,ZAR_HQ,E-comm_Sovereign_Settlement,378428.53008476493,0.16294490394080055,21.223468711071412,924.9450072468055,QUEUE FOR BATCH
2026-01-01 10:15:00,USD_Remote_Hub,E-comm_Sovereign_Settlement,169703.95961352577,0.09518903472432505,61.42480975872701,242.3093415676104,INSTANT SETTLE
2026-01-01 10:30:00,APAC_Settlement_Node,E-comm_Sovereign_Settlement,147260.2948840535,0.3553926894764836,43.87845596696839,785.0284837791575,QUEUE FOR BATCH
2026-01-01 10:45:00,USD_Remote_Hub,Interbank_Liquidity_Swap,335742.71888599347,0.38085401130213864,39.75684577764342,1918.0344187982537,QUEUE FOR BATCH
2026-01-01 11:00:00,APAC_Settlement_Node,Remote_Payroll,132453.99593725608,0.6256769780572338,55.47492014774434,1243.1012386444124,QUEUE FOR BATCH
2026-01-01 11:15:00,USD_Remote_Hub,E-comm_Sovereign_Settlement,108355.25590611719,0.3120247813790973,17.340207483231268,507.14287553073535,QUEUE FOR BATCH
2026-01-01 11:30:00,EUR_Digital_Branch,E-comm_Sovereign_Settlement,55594.90768802064,0.3895626640018616,58.08824311921289,324.8655051582435,QUEUE FOR BATCH
2026-01-01 11:45:00,USD_Remote_Hub,Remote_Payroll,135538.74626624535,0.2548006164344429,13.27929000252701,518.0303414908628,QUEUE FOR BATCH
2026-01-01 12:00:00,USD_Remote_Hub,Remote_Payroll,154310.31229564772,0.05139148581725619,12.864456957785535,118.9535433869723,INSTANT SETTLE
2026-01-01 12:15:00,EUR_Digital_Branch,Interbank_Liquidity_Swap,97650.89136316268,0.16556708112545318,31.594798604967927,242.51659578446353,QUEUE FOR BATCH
2026-01-01 12:30:00,USD_Remote_Hub,Interbank_Liquidity_Swap,305487.8716371663,0.503800797068438,77.16475982210727,2308.5754983831757,QUEUE FOR BATCH
2026-01-01 12:45:00,APAC_Settlement_Node,Remote_Payroll,457111.47401884105,0.15216553430499016,42.1445006150502,1043.3491752152786,QUEUE FOR BATCH
2026-01-01 13:00:00,APAC_Settlement_Node,Remote_Payroll,238473.69733282347,0.4285474020790883,61.56226214560821,1532.9592518426448,QUEUE FOR BATCH
2026-01-01 13:15:00,EUR_Digital_Branch,Interbank_Liquidity_Swap,413530.6363659464,0.4199246674937156,61.47283719977334,2604.7757246165197,QUEUE FOR BATCH
2026-01-01 13:30:00,APAC_Settlement_Node,E-comm_Sovereign_Settlement,331049.1469318705,0.16942658502926408,43.46599339174947,841.3278966227684,QUEUE FOR BATCH
2026-01-01 13:45:00,USD_Remote_Hub,Remote_Payroll,178924.6159212404,0.22770200237075572,46.055017329033774,611.1223997802725,QUEUE FOR BATCH
2026-01-01 14:00:00,APAC_Settlement_Node,Remote_Payroll,103601.0895586675,0.14072860504084952,46.23629770768172,218.69455221455095,INSTANT SETTLE
2026-01-01 14:15:00,APAC_Settlement_Node,Interbank_Liquidity_Swap,352033.65159038175,0.13934422236174782,48.85350925950901,735.8078313904232,INSTANT SETTLE
2026-01-01 14:30:00,USD_Remote_Hub,E-comm_Sovereign_Settlement,180333.34135919204,0.2482228420134384,3.38532915953244,671.4428175293726,QUEUE FOR BATCH
2026-01-01 14:45:00,ZAR_HQ,Interbank_Liquidity_Swap,270822.5457196926,0.28528673774262947,21.821263039815946,1158.9312086328785,QUEUE FOR BATCH
2026-01-01 15:00:00,APAC_Settlement_Node,E-comm_Sovereign_Settlement,71004.98523612591,0.38026874600366534,13.719965928889442,405.0146504362555,QUEUE FOR BATCH
2026-01-01 15:15:00,ZAR_HQ,Remote_Payroll,366421.1699120943,0.16298081182911034,30.65076234376242,895.7942961546827,QUEUE FOR BATCH
2026-01-01 15:30:00,EUR_Digital_Branch,Interbank_Liquidity_Swap,99614.23660392508,0.22683282370864322,17.396219265214082,338.9366785567382,QUEUE FOR BATCH
2026-01-01 15:45:00,ZAR_HQ,Remote_Payroll,297260.10370881675,0.164748008429955,27.913330785141742,734.5951510756415,QUEUE FOR BATCH
2026-01-01 16:00:00,APAC_Settlement_Node,Interbank_Liquidity_Swap,379347.8408232363,0.14612185995731286,29.633876638356803,831.4651810782293,INSTANT SETTLE
2026-01-01 16:15:00,ZAR_HQ,E-comm_Sovereign_Settlement,223270.6915221588,0.43062298012532246,33.89733789161495,1442.182358368704,QUEUE FOR BATCH
